id,price,brand,brandI,Akumuliatoriaus tipas:,Apsauga nuo per didelės iškrovos:,Apsauga nuo perkaitimo:,Apsauga nuo perkrovos:,Celių technologija:,Darbinė temperatūra:,GPS:,Išmanus įrenginys:,Kamera:,Kameros raiška:,Kategorija:,Maksimalus greitis:,ON/OFF mygtukas su LED:,Pakuotės išmatavimai ir svoris (1):,Pakuotės išmatavimai ir svoris (2):,Papildomos funkcijos:,Pardavėjas:,Pažangi įkrovimo valdymo sistema:,Prekės ID:,Prekės pakuočių kiekis:,Prekės ženklas:,Rūšis:,Skraidymo laikas:,Skrydžio stabilizacija:,Svoris:,Talpa:,Tipas:,Valdymas:,Veikimo atstumas:,Visos šio ženklo prekės:,Įtampa:
67,1024.05,DJI,DJI Mini 3 Fly More Combo su DJI RC nuotolinio valdymo pulteliu,,,,,,,Nenurodyta,Ne,Taip,,Dronai,-,,"0,24 x 0,2 x 0,14 m, 1,49 kg",,,"KATARATA, 					            Minced",,65283508,1 vnt.,DJI,"DJI, taip dronai",46 min.,Nenurodyta,,2453 mAh,Dronas,Nuotolinio valdymo pultu,6000 m,Visos DJI prekės,
68,117.37,Tarot,Tarot,,,,,,,Yra,Taip,Taip,,Dronai,,,"0,25 x 0,25 x 0,25 m, 2 kg",,,Akero lab,,84303570,1 vnt.,Tarot,"Tarot, taip dronai",12 min.,Yra,,,Dronas,Nuotolinio valdymo pultu,30 m,Visos Tarot prekės,
69,1047.99,Fimi,Fimi X8 Mini FMWRJ04A7,Įkraunama baterija,,,,,,Yra,Ne,Taip,,Dronai,16 m/h,,"0,01 x 0,07 x 0,08 m, 0,35 kg",,Wifi,KATARATA,,47674502,1 vnt.,Fimi,"Fimi, taip dronai",30 min.,Yra,,2400 mAh,Dronas,Nuotolinio valdymo pultu,8000 m,Visos Fimi prekės,
70,146.99,Denver,Denver DRB-220,,,,,,,Nėra,Ne,Ne,,Dronai,-,,"0,4 x 0,6 x 0,18 m, 1,5 kg",,360 laipsniu apsivertimas ore,KATARATA,,48011757,1 vnt.,Denver,"Denver, ne dronai",6 min.,Nėra,,,Dronas,Nuotolinio valdymo pultu,30 m,Visos Denver prekės,
71,132.55,,S1S,,,,,,,Nenurodyta,Taip,Taip,Nenurodyta,Dronai,,,"0,5 x 0,5 x 0,5 m, 1 kg",,,EasyShop,,75123308,1 vnt.,Nenurodyta,"Nenurodyta, taip dronai",- min.,Nenurodyta,,,Dronas,Išmaniuoju įrenginiu,-,Visos Nenurodyta prekės,
72,63.41,Idea,Idea 12 RC FPV,,,,,,,Nenurodyta,Ne,Taip,,Dronai,,,"1 x 2 x 2 m, 1 kg","1 x 2 x 2 m, 1 kg",,Eshop24,,82136500,2 vnt.,Idea,"Idea, taip dronai",14 min.,Nenurodyta,,,Dronas,Nuotolinio valdymo pultu,-,Visos Idea prekės,
73,286.93,Ryze Tech,Ryze Tech Tello Toy,,,,,,,Nėra,Taip,Taip,,Dronai,28 m/h,,"0,098 x 0,092 x 0,092 m, 0,24 kg",,,Pro Baltic,,21979335,1 vnt.,Ryze Tech,"Ryze Tech, taip dronai",13 min.,Yra,80 g,1300 mAh,Dronas,Išmaniuoju įrenginiu,100 m,Visos Ryze Tech prekės,
74,877.0,DJI,DJI CP.MA.00000359.01,,,,,,0 - 40 ºC,Yra,Ne,Taip,20 Mpix,Dronai,19 m/h,,"0,4 x 0,6 x 0,18 m, 1,5 kg",,,"Pigu.lt, 					            Brandberry, 					            IT Company SIA, 					            Neoshop, 					            TOPnuolaidos LT",,39963033,1 vnt.,DJI,"DJI, taip dronai",31 min.,Yra,595 g,3500 mAh,Dronas,Nuotolinio valdymo pultu,12000 m,Visos DJI prekės,11.55 V
75,32.42,Syma,Syma Z5,,,,,,,Nėra,Ne,Ne,,Dronai,-,,"0,29 x 0,14 x 0,08 m, 0,54 kg",,,"IT Plus, 					            Valomsandeli, 					            Kouket, 					            Vaikų rojus, 					            shumee, 					            EasyShop, 					            ShoppingArea, 					            Minced, 					            Pliuskis, 					            TOPnuolaidos LT, 					            Eshop24",,45459643,1 vnt.,Syma,"Syma, ne dronai",10 min.,Nėra,,,Dronas,Nuotolinio valdymo pultu,30 m,Visos Syma prekės,
76,242.35,JJR/C,"RG101 UAV dronas GPS,",,,,,,,Yra,Taip,Taip,,Dronai,-,,"0,25 x 0,2 x 0,09 m, 1,2 kg",,,Nekada,,53520314,1 vnt.,JJRC,"JJRC, taip dronai",25 min.,Yra,,,Dronas,Išmaniuoju įrenginiu,1000 m,Visos JJR/C prekės,
77,39.8,,Dronas E88 Pro,,,,,,,Yra,Ne,Taip,,Dronai,,,"0,1 x 0,2 x 0,3 m, 0,2 kg",,,"Švara visiems, MB, 					            APrice",,74823359,1 vnt.,Nenurodyta,"Nenurodyta, taip dronai",- min.,Nenurodyta,,,Dronas,Nenurodyta,-,Visos Nenurodyta prekės,
78,60.76,,E95 Pro,,,,,,,Nenurodyta,Taip,Nenurodyta,,Dronai,,,"0,5 x 0,4 x 0,5 m, 2 kg",,,EasyShop,,75598438,1 vnt.,Nenurodyta,,15 min.,Nenurodyta,,,Dronas,Nuotolinio valdymo pultu,-,Visos Nenurodyta prekės,
79,87.18,998Pro,998 PRO 720 HD Camera Wifi,,Taip,,Taip,,,Nėra,Taip,Taip,720 Mpix,Dronai,20 m/h,,"0,19 x 0,19 x 0,07 m, 0,45 kg",,,"Pro Baltic, 					            Minced, 					            StoreXO",,67388554,1 vnt.,998Pro,"998Pro, taip dronai",15 min.,Yra,336 g,,Dronas,"Išmaniuoju įrenginiu, 					            Nuotolinio valdymo pultu",100 m,Visos 998Pro prekės,
80,40.0,JJR/C,Dronas JJRC H107 su HD WIFI kamera ir galingais skydais,,,,,,,Nėra,Taip,Taip,,Dronai,,,"0,2 x 0,05 x 0,1 m, 0,8 kg",,,Handloteka,,75271628,1 vnt.,JJRC,"JJRC, taip dronai",8 min.,Nenurodyta,,,Dronas,Nenurodyta,100 m,Visos JJR/C prekės,
81,53.55,Syma,Syma X5HW,,,,,,,Nenurodyta,Taip,Taip,0.3 Mpix,Dronai,,,"0,2 x 0,1 x 0,06 m, 0,45 kg",,,"Urmo Kaina, 					            Pliuskis",,90633230,1 vnt.,Syma,"Syma, taip dronai",7 min.,Yra,,,Dronas,Nenurodyta,50 m,Visos Syma prekės,
82,79.99,Hikari,Hikari Evo E88,,,,,,,Nenurodyta,Taip,Taip,,Dronai,,,"0,4 x 0,4 x 0,4 m, 0,4 kg",,,Trading MB,,93430182,1 vnt.,Hikari,"Hikari, taip dronai",15 min.,Nenurodyta,,,Dronas,Nuotolinio valdymo pultu,200 m,Visos Hikari prekės,
83,36.3,UAV,2024 E88Pro RC Drone 4K Professinal,,,,,,,Nėra,Taip,Taip,Ultra 4K HD Mpix,Dronai,,,"0,2 x 0,15 x 0,06 m, 0,15 kg",,,,,101088276,1 vnt.,UAV,"UAV, taip dronai",15 min.,Yra,100 g,,Dronas,"Išmaniuoju įrenginiu, 					            Nuotolinio valdymo pultu",100 m,Visos UAV prekės,
84,1476.4,DJI,DJI Mavic Air 2 Combo DJI Care Bundle,,,,,,,Yra,Taip,Taip,,Dronai,68 m/h,,"0,4 x 0,6 x 0,18 m, 1,5 kg",,,Minced,,56559613,1 vnt.,DJI,"DJI, taip dronai",34 min.,Yra,,,Dronas,Nuotolinio valdymo pultu,10000 m,Visos DJI prekės,
85,54.45,ThreeFire,ThreeFire V888,,,,,,,Nenurodyta,Taip,Taip,,Dronai,,,"0,22 x 0,072 x 0,175 m, 0,6 kg",,,ThreeFire,,107608111,1 vnt.,ThreeFire,"ThreeFire, taip dronai",- min.,Yra,600 g,,Dronas,Nuotolinio valdymo pultu,80 m,Visos ThreeFire prekės,
86,54.73,Airi,Airi kvadrakopteris HD,,,,,,,Yra,Taip,Taip,,Dronai,-,,"0,415 x 0,38 x 0,265 m, 0,33 kg",,,Mūsų rūpestis,,64347198,1 vnt.,Airi,"Airi, taip dronai",- min.,Yra,,,Dronas,Išmaniuoju įrenginiu,-,Visos Airi prekės,
87,74.75,,TXD-8SL,Įkraunama baterija,,,,,,Nėra,Taip,Taip,,Dronai,,,"0,28 x 0,185 x 0,11 m, 0,495 kg",,,"Medvalda, 					            La Bella, 					            ANEO shop",,78705127,1 vnt.,Nenurodyta,"Nenurodyta, taip dronai",20 min.,Yra,,,Dronas,"Išmaniuoju įrenginiu, 					            Nuotolinio valdymo pultu",120 m,Visos Nenurodyta prekės,
88,2066.0,DJI,DJI Mavic 3 Pro (DJI RC) Professional,,,,,,,Yra,Ne,Taip,,Dronai,-,,"0,28 x 0,25 x 0,23 m, 1 kg",,,"Pigu.lt, 					            PrimeOnline, 					            Minced, 					            TechMarket",,71467776,1 vnt.,DJI,"DJI, taip dronai",43 min.,Yra,,,Dronas,Nuotolinio valdymo pultu,6000 m,Visos DJI prekės,
89,210.64,Syma,Syma Z6,,,,,,,Yra,Taip,Taip,,Dronai,-,,"0,3 x 0,2 x 0,3 m, 1 kg",,,"Urmo Kaina, 					            Pro Baltic",,37869888,1 vnt.,Syma,"Syma, taip dronai",27 min.,Nenurodyta,,1700 mAh,Dronas,"Išmaniuoju įrenginiu, 					            Nuotolinio valdymo pultu",350 m,Visos Syma prekės,
90,200.58,Inny,Inny XS816,,,,,,,Nenurodyta,Ne,Taip,720 Mpix,Dronai,-,,"0,4 x 0,18 x 0,6 m, 1,5 kg",,,"Pro Baltic, 					            EasyShop, 					            Minced",,38796228,1 vnt.,Inny,"Inny, taip dronai",21 min.,Nenurodyta,- g,,Dronas,"Išmaniuoju įrenginiu, 					            Nuotolinio valdymo pultu",100 m,Visos Inny prekės,
91,41.79,Syma,Syma X26 2,,,,,,,Nenurodyta,Ne,Ne,,Dronai,-,,"0,35 x 0,21 x 0,08 m, 0,45 kg",,,"Urmo Kaina, 					            EasyShop",,49508618,1 vnt.,Syma,"Syma, ne dronai",6 min.,Nėra,,,Dronas,Nuotolinio valdymo pultu,70 m,Visos Syma prekės,
92,101.19,Syma,Syma Z4,,,,,,,Nėra,Ne,Ne,,Dronai,-,,"0,32 x 0,17 x 0,09 m, 0,46 kg",,,Minced,,45459628,1 vnt.,Syma,"Syma, ne dronai",10 min.,Nėra,,,Dronas,Nuotolinio valdymo pultu,30 m,Visos Syma prekės,
93,141.94,Syma,Syma X5C 2,,,,,,,Nenurodyta,Ne,Taip,,Dronai,-,,"0,4 x 0,4 x 0,4 m, 1,4 kg",,,"KATARATA, 					            Belsi LT, 					            EasyShop, 					            Minced",,50472979,1 vnt.,Syma,"Syma, taip dronai",7 min.,Yra,,,Dronas,Nuotolinio valdymo pultu,50 m,Visos Syma prekės,
94,118.99,Syma,Syma X23W-BLK,,,,,,,Nenurodyta,Ne,Taip,,Dronai,-,,"0,44 x 0,08 x 0,26 m, 0,58 kg",,,Urmo Kaina,,24629650,1 vnt.,Syma,"Syma, taip dronai",- min.,Nenurodyta,,,Dronas,Nuotolinio valdymo pultu,-,Visos Syma prekės,
95,1031.31,Autel,Dronas Autel 102000767,,,,,,,Nenurodyta,Ne,Nenurodyta,,Dronai,-,,"0,28 x 0,25 x 0,23 m, 1 kg",,,VMA PLUS Sp. z o.o.,,49440313,1 vnt.,Autel,,- min.,Nenurodyta,,,Dronas,Nenurodyta,-,Visos Autel prekės,
96,76.99,Syma,Syma X15A-BLK,,,,,,,Nenurodyta,Ne,Nenurodyta,,Dronai,Nenurodyta m/h,,"0,28 x 0,25 x 0,23 m, 1 kg",,,Urmo Kaina,,33856056,1 vnt.,Syma,,- min.,Nenurodyta,,,Dronas,Nenurodyta,-,Visos Syma prekės,
97,52.99,Syma,Syma X23-WHT,,,,,,,Nėra,Ne,Ne,Nenurodyta,Dronai,-,,"0,4 x 0,6 x 0,18 m, 1,5 kg",,,Urmo Kaina,,32479916,1 vnt.,Syma,"Syma, ne dronai",8 min.,Nėra,,500 mAh,Dronas,Nenurodyta,25 m,Visos Syma prekės,
98,903.89,DJI,DJI Mini 3 Pro Consumer CP.MA.00000485.01,,,,,,,Yra,Taip,Taip,,Dronai,-,,"0,18 x 0,1 x 0,14 m, 0,14 kg",,,Minced,,61504578,1 vnt.,DJI,"DJI, taip dronai",- min.,Nenurodyta,,,Dronas,Nenurodyta,-,Visos DJI prekės,
99,27.49,extralink,ExtraLink E99 Pro,,,,,,,Nenurodyta,Ne,Taip,,Dronai,,,"0,4 x 0,6 x 0,18 m, 1,5 kg",,,"Pigu.lt, 					            Kouket, 					            ABC Žaislai, 					            Avesa Trade",,101410082,1 vnt.,ExtraLink,"ExtraLink, taip dronai",45 min.,Nenurodyta,,,Dronas,Nuotolinio valdymo pultu,-,Visos extralink prekės,
100,24.59,JJR/C,JJRC H36 Mini 2.4,,,,,,,Nenurodyta,Ne,Ne,,Dronai,-,,"0,01 x 0,01 x 0,01 m, 1 kg",,,"Valomsandeli, 					            Kouket, 					            EasyShop, 					            ShoppingArea, 					            Pliuskis, 					            TOPnuolaidos LT, 					            Eshop24",,45459573,1 vnt.,JJRC,"JJRC, ne dronai",5 min.,Nenurodyta,,,Dronas,Nuotolinio valdymo pultu,30 m,Visos JJR/C prekės,
101,1725.52,Autel,"Dronas Autel EVO Lite, CMOS 1"", 20 MP",,,,,,,Nenurodyta,Taip,Taip,,Dronai,-,,"0,28 x 0,25 x 0,23 m, 2 kg",,,VMA PLUS Sp. z o.o.,,49264389,1 vnt.,Autel,"Autel, taip dronai",- min.,Yra,,,Dronas,Nuotolinio valdymo pultu,-,Visos Autel prekės,
102,1602.66,DJI,DJI Mavic 3 Classic,,,,,,,Yra,Ne,Taip,,Dronai,-,,"0,27 x 0,14 x 0,19 m, 2,06 kg",,,ACT TRADE SIA,,66118163,1 vnt.,DJI,"DJI, taip dronai",46 min.,Nenurodyta,,,Dronas,Nuotolinio valdymo pultu,-,Visos DJI prekės,
103,25.52,Syma,Syma X20P RTF 360,,,,,,,Nėra,Ne,Ne,,Dronai,-,,"0,02 x 0,02 x 0,01 m, 0,8 kg",,,"Valomsandeli, 					            Kouket, 					            ShoppingArea, 					            Pliuskis, 					            TOPnuolaidos LT",,45459833,1 vnt.,Syma,"Syma, ne dronai",5 min.,Nėra,,,Dronas,Nuotolinio valdymo pultu,20 m,Visos Syma prekės,
104,54.61,Syma,Syma X15A-WHT,,,,,,,Nenurodyta,Ne,Nenurodyta,,Dronai,-,,"0,36 x 0,21 x 0,08 m, 0,43 kg",,,Klevera,,32892606,1 vnt.,Syma,,11 min.,Nenurodyta,,,Dronas,Nenurodyta,-,Visos Syma prekės,
105,278.19,,K80Air 2S GPS 5G 4K,,,,,,,Yra,Taip,Taip,,Dronai,-,,"0,35 x 0,3 x 0,15 m, 1,5 kg",,,Nekada,,49252619,1 vnt.,Nenurodyta,"Nenurodyta, taip dronai",55 min.,Nenurodyta,,,Dronas,Nuotolinio valdymo pultu,1000 m,Visos Nenurodyta prekės,
106,59.81,Syma,Syma X5HW WiFi,,,,,,,Nėra,Taip,Taip,,Dronai,-,,"0,42 x 0,34 x 0,1 m, 0,5 kg",,,"Urmo Kaina, 					            EasyShop",,66475196,1 vnt.,Syma,"Syma, taip dronai",7 min.,Yra,,,Dronas,"Išmaniuoju įrenginiu, 					            Nuotolinio valdymo pultu",50 m,Visos Syma prekės,
107,339.4,,L900 PRO GPS 24K,,,,,,,Yra,Taip,Taip,,Dronai,-,,"0,28 x 0,25 x 0,22 m, 2 kg",,,"Belsi LT, 					            Juodasis šiokiadienis",,68021224,1 vnt.,Nenurodyta,"Nenurodyta, taip dronai",60 min.,Yra,,,Dronas,"Išmaniuoju įrenginiu, 					            Nuotolinio valdymo pultu",2000 m,Visos Nenurodyta prekės,
108,1169.0,DJI,DJI Avata Explorer Combo,,,,,,,Yra,Taip,Taip,,Dronai,,,"0,2 x 0,2 x 0,2 m, 1 kg",,,"Pigu.lt, 					            PrimeOnline, 					            Digizone",,70273296,1 vnt.,DJI,"DJI, taip dronai",18 min.,Yra,,,Dronas,"Nuotolinio valdymo pultu, 					            Riešu",10000 m,Visos DJI prekės,
109,74.72,Flybotic,Flybotic Flashing Drone,,,,,,,Nėra,Ne,Ne,,Dronai,,,"0,34 x 0,36 x 0,09 m, 0,58 kg",,,"KATARATA, 					            Minced",,71877976,1 vnt.,Flybotic,"Flybotic, ne dronai",- min.,Nėra,,,Dronas,Nuotolinio valdymo pultu,-,Visos Flybotic prekės,
110,205.2,Lenovo,Lenovo K9Pro UAV,Įkraunama baterija,,,,Li-Polymer,,Yra,Taip,Taip,Nenurodyta,Dronai,,Yra,"0,12 x 0,17 x 0,15 m, 0,7 kg",,"3 greičio lygiai, 					4 atsarginiai propeleriai, 					Nusileidimas vienu mygtuku, 					Wifi",Nekada,,74156946,1 vnt.,Lenovo,"Lenovo, taip dronai",20 min.,Yra,,2000 mAh,Dronas,Nuotolinio valdymo pultu,250 m,Visos Lenovo prekės,
111,-1.0,DJI,DJI Air 3 Fly More Combo,Įkraunama baterija,,,,Li-Polymer,-10 +40,Yra,Taip,Taip,Ultra 4K HD Mpix,Dronai,68400 m/h,,"0,3 x 0,2 x 0,3 m, 3 kg",,,TechMarket,,74613186,1 vnt.,DJI,"DJI, taip dronai",46 min.,Yra,742 g,4280 mAh,Dronas,Nuotolinio valdymo pultu,32000 m,Visos DJI prekės,14.8 V
112,1084.62,DJI,DJI Air 3 DJI RC-N2,,,,,,,Yra,Ne,Taip,,Dronai,,,"0,6 x 0,36 x 0,19 m, 1 kg",,,"Galador Grupp OÜ, 					            PrimeOnline, 					            Digizone",,75035277,1 vnt.,DJI,"DJI, taip dronai",- min.,Nenurodyta,,,Dronas,Nenurodyta,-,Visos DJI prekės,
113,27.24,,Artikulas DH861-Q5,,,,,,,Nėra,Taip,Ne,,Dronai,,,"0,48 x 0,09 x 0,35 m, 0,59 kg",,,"Helmand Baltics, 					            Prixora",,75098287,1 vnt.,Nenurodyta,"Nenurodyta, ne dronai",- min.,Nėra,,,Dronas,Infrafaudonaisiais spinduliais,-,Visos Nenurodyta prekės,
114,959.0,DJI,DJI Mini 4 Pro RC 2,Įkraunama baterija,,,,Li-Polymer,5 °C - 40 °C,Yra,Taip,Taip,Ultra 4K HD Mpix,Dronai,57600 m/h,,"0,2 x 0,1 x 0,1 m, 1 kg",,,"VEFabrika SIA, 					            Obuoliukams, 					            Addmore, 					            Proshop lt, 					            TechMarket",,76065837,1 vnt.,DJI,"DJI, taip dronai",34 min.,Yra,275 g,2600 mAh,Dronas,Nuotolinio valdymo pultu,17000 m,Visos DJI prekės,7.4 V
115,348.75,Overmax,Overmax X-bee drone 9.5,,,,,,,Nenurodyta,Taip,Taip,,Dronai,,,"0,3 x 0,3 x 0,1 m, 1,2 kg",,,"Pro Baltic, 					            EasyShop, 					            Amor Idea, 					            Minced",,79376702,1 vnt.,Overmax,"Overmax, taip dronai",22 min.,Nenurodyta,,,Dronas,Nenurodyta,-,Visos Overmax prekės,
116,222.42,TPC,TPC,,,,,,,Yra,Taip,Taip,,Dronai,,,"0,25 x 0,25 x 0,25 m, 2 kg",,,Akero lab,,84303535,1 vnt.,TPC,"TPC, taip dronai",18 min.,Yra,,,Dronas,Nuotolinio valdymo pultu,30 m,Visos TPC prekės,
117,38.98,Syma,Dronas Syma Z5,,,,,,,Nenurodyta,Ne,Ne,,Dronai,,,"0,29 x 0,14 x 0,08 m, 0,5 kg",,,"Urmo Kaina, 					            EasyShop, 					            LinePro",,89764785,1 vnt.,Syma,"Syma, ne dronai",10 min.,Yra,72 g,,Dronas,Nenurodyta,30 m,Visos Syma prekės,
118,-1.0,Rollei,Rollei Fly 80 Combo,,,,,,,Nenurodyta,Ne,Taip,,Dronai,,,"0,25 x 0,25 x 0,25 m, 800 kg",,,Kouket,,91586080,1 vnt.,Rollei,"Rollei, taip dronai",12 min.,Nenurodyta,,,Dronas,Nuotolinio valdymo pultu,40 m,Visos Rollei prekės,
119,74.54,Syma,"Nuotoliniu būdu valdomas dronas, juodas, Syma X23W FPV WIFI",,,,,,,Nenurodyta,Ne,Taip,,Dronai,,,"0,27 x 0,45 x 0,08 m, 1,5 kg",,,"Žaislų kalnas, 					            Urmo Kaina",,98577562,1 vnt.,Syma,"Syma, taip dronai",8 min.,Yra,,,Dronas,Nuotolinio valdymo pultu,20 m,Visos Syma prekės,
120,53.78,Denver,Denver DCW-360,,,,,,,Nėra,Ne,Taip,0.3 Mpix,Dronai,-,,"0,4 x 0,4 x 0,15 m, 0,35 kg",,,Nekada,,20845260,1 vnt.,Denver,"Denver, taip dronai",10 min.,Yra,137 g,,Dronas,Nuotolinio valdymo pultu,50 m,Visos Denver prekės,
121,2505.0,,Loudspeaker MP-130 DJI SkyPort Megaphone for DJI Matrice Drones,,,,,,,Nenurodyta,Taip,Taip,,Dronai,-,,"0,2 x 0,2 x 0,2 m, 0,2 kg",,,"Pigu.lt, 					            Minced",,48103912,1 vnt.,Nenurodyta,"Nenurodyta, taip dronai",- min.,Nenurodyta,,,Dronas,Nenurodyta,-,Visos Nenurodyta prekės,
122,295.0,Centechia,Profesionalus malūnsparnis FPV Dron LU3 MAX GPS dronas 8K HD,,,,,,,Yra,Taip,Taip,,Dronai,-,,"0,25 x 0,2 x 0,1 m, 1,5 kg",,,Nekada,,52571669,1 vnt.,Centechia,"Centechia, taip dronai",25 min.,Yra,,,Dronas,Išmaniuoju įrenginiu,2000 m,Visos Centechia prekės,
123,190.5,,S604 Pro GPS 4K HD kamera WIFI FPV dronas,,,,,,,Yra,Taip,Taip,,Dronai,10000 m/h,,"0,22 x 0,19 x 0,11 m, 0,8 kg",,,Nekada,,53227184,1 vnt.,Nenurodyta,"Nenurodyta, taip dronai",30 min.,Yra,,,Dronas,Išmaniuoju įrenginiu,3000 m,Visos Nenurodyta prekės,
124,2053.99,DJI,"Dronas DJI, Mini 3 Pro, CP.MA.00000492.01",,,,,,,Nenurodyta,Ne,Taip,,Dronai,-,,"0,28 x 0,25 x 0,23 m, 1 kg",,,,,54754834,1 vnt.,DJI,"DJI, taip dronai",- min.,Nenurodyta,,,Dronas,Nuotolinio valdymo pultu,8000 m,Visos DJI prekės,
125,80.64,Syma,"Syma dronas X23W su kamera, Juodos spalvos",,,,,,,Nėra,Taip,Taip,,Dronai,14400 m/h,,"0,44 x 0,26 x 0,08 m, 0,5 kg",,,Urmo Kaina,,64379583,1 vnt.,Syma,"Syma, taip dronai",7 min.,Yra,,,Dronas,Nuotolinio valdymo pultu,70 m,Visos Syma prekės,
126,95.19,,5G WIFI FPV,,,,,,,Nenurodyta,Taip,Taip,,Dronai,Nenurodyta m/h,,"0,5 x 0,5 x 0,5 m, 2 kg",,,Mandarinai,,64832588,1 vnt.,Nenurodyta,"Nenurodyta, taip dronai",- min.,Nenurodyta,,,Dronas,Nenurodyta,-,Visos Nenurodyta prekės,
